Sample Locations,Natural/Field Moisture Content (%),Specific Gravity Test,D10 (mm),D30 (mm),D60 (mm),Cu,Cc,L.L %,P.L %,P.I %,OMC (%),MDD (g/cm3),"Cohesion, C (kN/m2)","Frictional Angle, Ø(0)",Depth (m),California Bearing Ratio,Shear Strength (kN/m2),Allow. Bearing Pressure (kN/m2),Classification
SYN_11,4.678869079229335,2.6608014140082346,0.15120858691984432,0.5452756659725588,2.1856693711957256,14.454664352854174,0.899645294017558,33.07564280388287,29.171310225131577,3.904332578751294,5.712746335029745,2.630729376705822,71.86837111389383,17.219024391897882,1.0964885549065229,82.0,69.59039593056971,219.69741514055974,Poorly graded sand (SP)
SYN_12,4.885456410887295,2.7442709725649106,0.35125109058151693,0.43571148678532423,1.004570545775679,2.859978439106205,0.5380218299522407,29.575495549267476,16.461703061732187,13.113792487535289,6.339052427404858,1.9275843554031833,55.37699760248748,22.075349285362694,0.9558603019568673,82.0,191.77067140838844,227.0,Poorly graded sand (SP)
SYN_13,5.156453754309606,2.4495694593612614,0.13,0.602672249999323,1.602870218319555,12.329770910150422,1.743093477265374,15.82,12.36,3.460000000000001,5.668005517457886,2.2655888149778654,73.34506887369658,17.606281796582415,2.2432297085593484,67.68970493260406,58.77,212.9489980031183,Well-graded sand (SW)
SYN_14,4.850496227399477,2.444883649476067,0.2159339272694726,0.5053522448879255,0.85,3.936389296246397,1.3913890760208212,15.82,12.36,3.460000000000001,7.263275196530097,2.288544705918439,66.07252119560482,24.416429049698614,1.9572467820340358,72.4346738046237,363.1018703186273,227.0,Poorly graded sand (SP)
SYN_15,5.086724659941942,2.799290961042618,0.27806069158612723,0.6414198075045398,1.4992863374059373,5.391939180089195,0.9868713753617689,27.78040800514861,12.36,15.420408005148612,6.08968803400056,1.938855577669039,32.0,19.647492665047878,2.279332498602945,75.16542515201922,58.77,207.43961222097727,Poorly graded sand (SP)
SYN_16,5.7461979441799045,2.6112810975676717,0.13,0.3279195915962152,2.6217801679799426,20.167539753691866,0.31549690451935714,46.66,32.73,13.93,5.971006487141389,2.198258145333884,32.0,22.18769069268206,1.0836308659379057,67.25209518170163,104.50595229058385,218.74994260198412,Poorly graded sand (SP)
SYN_17,3.3511474208335716,2.5798638362438373,0.24320297483156145,0.6905918205066989,0.85,3.4950230382202214,2.3070396137511544,30.7575988537739,27.3075988537739,3.4499999999999993,5.34180555508937,2.016963408273241,74.65450492406262,28.448318477281205,1.401448300777902,82.0,476.79849655401904,203.11,Poorly graded sand (SP)
SYN_18,3.743586107415325,2.822342004322053,0.14906248096837463,0.5938058093157477,2.729008235816897,18.307814401639327,0.8667935930351874,24.698776328584934,21.248776328584935,3.4499999999999993,4.11,2.1258917082850277,89.87755558257354,20.838612968405844,0.9258211255117825,41.65684756745581,153.2312296224635,212.58654936467326,Poorly graded sand (SP)
SYN_19,5.8,2.35,0.29429827324121594,0.49434731738362125,0.85,2.888226256439207,0.9769171276591694,23.47562787830321,14.009432643429353,9.466195234873858,5.063177971745948,2.193695938046612,69.20630169040228,19.708973668388232,2.040996157660966,82.0,58.77,227.0,Poorly graded sand (SP)
SYN_20,1.9,2.5733618239305165,0.2496720111551205,0.5564555030531095,1.1524172690278287,4.615724700963118,1.0761709541074231,30.315626524233693,24.971136806021967,5.344489718211726,5.442114244588422,2.0122289983125854,74.2654423089356,24.94828385765514,1.5029106801687604,69.16541400793481,428.5432041824829,216.84714991032507,Poorly graded sand (SP)
SYN_21,3.3047168833224747,2.501688626435586,0.2620136047240267,0.6320101818756978,1.8314170382318047,6.9897784130743785,0.8324095566392431,25.16294828768066,17.389532417925302,7.7734158697553575,4.508881742530937,2.476519691217651,78.508789776691,24.91598594272478,1.764195371427081,77.36865775543242,428.6854887131538,222.61903699356395,Poorly graded sand (SP)
SYN_22,4.386737192827935,2.7196822607397912,0.1799134925648807,0.5663591104289071,1.7081615014235898,9.4943490733892,1.0437370931024563,17.7563139720232,14.3063139720232,3.4499999999999993,4.545567284834392,2.2975576044197026,79.7728659480161,32.49135519123068,1.747872451355807,76.83424264957864,387.06923033772,216.83619000564065,Well-graded sand (SW)
SYN_23,4.344410264900438,2.4425324968755984,0.2098848297980617,0.3366688186542984,2.9552132867018814,14.080166201364845,0.2,21.831706435246097,17.148133425305545,4.683573009940552,5.997277042691665,1.9250443261514942,60.29161164959518,29.11516650459782,1.5519361322051142,68.1785084439709,138.53100376925505,207.44724339457355,Poorly graded sand (SP)
SYN_24,4.655391863513411,2.35,0.13,0.3271992032022361,1.6141707107608703,12.416697775083618,0.510189668494584,26.85078008835406,23.08877905870152,3.7620010296525415,6.462829051581446,2.52835682440502,54.705588607214125,20.56839735992463,1.919609705723332,59.729723478555734,320.839732660736,204.4052906065251,Poorly graded sand (SP)
SYN_25,5.021110864315626,2.85,0.19555677471472294,0.5841469056700036,2.6336793389532867,13.467594476311458,0.6625343478137785,19.903301998289074,12.36,7.543301998289074,5.920168398165851,2.2002598472086023,65.70955851757603,25.942472333409412,1.3478832842971422,82.0,460.7148521781464,227.0,Poorly graded sand (SP)
SYN_26,3.3831920372612174,2.7530916504322236,0.2182331348445844,0.9943093756607055,0.943008905276557,4.3211078187009715,4.804039657570827,20.031169139627593,12.36,7.671169139627594,4.11,1.9843317631198027,62.380908564306644,17.458525994149603,0.995835891085363,82.0,458.770827223163,206.54313319568735,Poorly graded sand (SP)
SYN_27,3.216347961135761,2.6863314642289007,0.13,0.9121103648504338,3.1857449815815704,24.50573062755054,2.0088172165923637,38.43153710433637,32.73,5.701537104336374,8.456228035457347,1.885,42.330670281823714,27.361166679548987,1.293325999709415,64.38302248565007,260.2494510682785,207.6263553819877,Well-graded sand (SW)
SYN_28,5.15286727805391,2.412633375058309,0.19294685153438004,0.519594092026868,2.4354337878006858,12.622303854316744,0.5745322152839285,30.08802120400347,25.027589190254233,5.060432013749239,4.355520283445843,1.885,88.14637373915937,31.699955033223247,2.2413144354221934,66.13145416057188,509.06314151008064,212.0466206566244,Poorly graded sand (SP)
SYN_29,5.8,2.85,0.18467251264924647,0.7148644369686981,2.58316821393074,13.987832714644554,1.0712539553234126,15.82,12.370000000000001,3.4499999999999993,7.5009948186661415,1.8884850186243622,32.0,31.111491570650003,2.7687951343745225,60.03453358338868,407.5977485569754,224.30041460310753,Well-graded sand (SW)
SYN_30,4.454320194670348,2.85,0.13,0.3,1.7923263464194572,13.787125741688133,0.3862620742537876,15.82,12.36,3.460000000000001,4.11,2.1329270287561095,62.91015841375297,22.259023747154618,1.9783439397939666,49.41906473161062,137.0095902309586,203.11,Poorly graded sand (SP)
SYN_31,4.280211590842512,2.767626796945789,0.13,0.6076210390775629,1.2567181099766316,9.667062384435628,2.2598748046673514,15.988465094191383,12.36,3.628465094191384,4.606260619493638,2.1134353030195263,55.85126908015281,18.156169665808687,1.033448252034756,53.22138107282169,296.94565132925084,210.5106971185172,Well-graded sand (SW)
SYN_32,4.078713038541647,2.707785818416064,0.2628065421205343,0.37031064786639256,1.205312728405045,4.586311735924128,0.43290887057392774,42.18312800864794,32.73,9.453128008647944,4.382389569941351,1.885,67.38320447236468,27.9306097589246,1.4491768976329935,69.22796362834572,826.16,221.0313824109935,Poorly graded sand (SP)
SYN_33,4.197165154389095,2.4323033332603656,0.13,0.5386716389643099,1.0016205524812603,7.704773480625079,2.228443571966991,35.14964069149595,26.304389428977622,8.845251262518325,4.823922380621516,1.9719605153176971,86.62933297226623,28.66189014450478,0.7,65.52495748358189,60.66859399917345,224.47776894286255,Well-graded sand (SW)
SYN_34,5.046014587561647,2.4179640386965184,0.1892237022258275,0.3,0.85,4.4920376781634594,0.5595617868992545,21.030822935360668,14.634555458798694,6.396267476561974,4.11,2.642172888019988,42.479398453455616,21.328884292104377,2.413574395310289,50.62060088627841,260.58807579984995,204.3735281638412,Poorly graded sand (SP)
SYN_35,4.704282556921791,2.5911832475738783,0.1854500787301671,0.3,1.2042373710294445,6.493593204571401,0.40299846030995,33.94946160931934,30.499461609319344,3.4499999999999993,4.3688275805925665,2.2728467420735363,66.67596694309735,20.922433243104628,2.276459933587297,53.80880590516749,375.3085667752009,204.95162181926335,Poorly graded sand (SP)
SYN_36,2.062445028823248,2.35,0.2077329117627458,0.5515766156423291,0.85,4.091792642712268,1.723008647989967,21.019825382999862,12.36,8.659825382999863,6.440010580144281,1.885,36.769403070731876,13.92314689270388,2.1826889575876645,58.21140628404668,471.0473980884615,206.54323385155539,Poorly graded sand (SP)
SYN_37,5.4238083040114065,2.4017372516437328,0.2451295506183884,0.8226751593170669,0.85,3.46755418861457,3.248195596021451,21.460735274594995,12.36,9.100735274594996,5.428566220242059,2.292815518251784,51.78338874292911,21.021376306501047,1.0302188810435886,82.0,305.8320862389817,214.35319086298057,Poorly graded sand (SP)
SYN_38,3.8356943012070084,2.5144254549738627,0.17041981203068154,0.582481662235665,1.380009387646841,8.097705138874293,1.4426546904745834,38.09427388438878,31.293976173959123,6.800297710429653,6.166755633738974,2.6856960071118676,32.0,18.652397513094567,1.9026434759373334,48.33916399103568,58.77,208.46800807501754,Well-graded sand (SW)
SYN_39,4.383445985005,2.85,0.2293798979477282,0.44174148213821435,2.7908061468866174,12.16674247332081,0.30482553306092125,37.564824744709824,26.94874550249799,10.616079242211836,6.990802208715186,2.2032810795022315,46.25253706362414,18.65386455656487,0.7,74.31871316472656,748.8849260199067,213.02317236435874,Poorly graded sand (SP)
SYN_40,4.67597656256482,2.519382489311479,0.13802521446849803,0.682467123443022,0.8890931810555333,6.441527256300363,3.7954018046655285,36.58614250014042,30.30687263171734,6.2792698684230785,6.951017645300649,2.0162522524485476,49.35047441174683,21.479274562532137,1.7274563934386722,48.80342298080673,152.29761000285478,214.6922178802093,Poorly graded sand (SP)
SYN_41,5.323621368208703,2.4381606424210687,0.2715089064978176,0.8029638754012219,2.3214725347304124,8.550262916509784,1.0229263923037148,40.8109119771392,28.580402511722905,12.230509465416294,4.659148501535243,1.9386028088775469,53.91580152166824,16.045789222578826,3.1767708293760712,68.73268922903942,58.77,227.0,Well-graded sand (SW)
SYN_42,4.524494273016066,2.6191987085364805,0.2603424305414807,0.6023366166953101,2.107605059410341,8.09551118896285,0.6612175055588579,41.706004624674655,32.73,8.976004624674658,8.444668911480612,2.2651248909610415,34.01705567191611,30.21258443437041,1.0353737700914223,62.30843996983143,262.17091559594087,220.81460341341594,Poorly graded sand (SP)
SYN_43,2.2055487357814507,2.85,0.1917335926487373,0.3940796070395308,0.85,4.4332346161020935,0.9529075921195068,15.82,12.36,3.460000000000001,5.6917087299563045,2.3573456069094676,90.0,12.660357562125746,0.7,60.18994023270751,58.77,209.37130755291378,Poorly graded sand (SP)
SYN_44,4.012831953289287,2.35,0.1997850021690088,0.43902693200014603,2.640519425567802,13.216805049930855,0.365367636636357,46.66,32.73,13.93,5.046435196387294,2.4368994193468025,55.39675531072448,19.5545273297601,3.1544199299781557,63.91803215171692,293.4528729339321,210.23713466038222,Poorly graded sand (SP)
SYN_45,3.62974731745766,2.504026645313772,0.2014573109435123,0.3673461540460775,1.0507065634166346,5.215529575450592,0.6375092885054877,37.083406562522285,21.82857641296372,15.254830149558565,8.289483625849195,2.074641789424246,32.0,9.0,1.755446675326617,58.87429345861723,168.30609489474978,203.11,Poorly graded sand (SP)
SYN_46,3.3698651892105937,2.4050947301307892,0.34003157337015555,0.706631199160237,3.2896769553957013,9.674622044037617,0.44638862516555133,15.82,12.36,3.460000000000001,5.789062125147025,1.885,49.98000979151595,30.71350748423521,2.249388768453107,58.365534491186175,406.1513657330698,215.2640930695289,Poorly graded sand (SP)
SYN_47,3.9005020591655857,2.803461554755272,0.13,0.6332867913720237,2.5241874464372698,19.41682651105592,1.2221820612848113,25.322267259146614,19.107941838857432,6.214325420289182,4.11,2.2270161511970716,77.44851999021854,29.618385701545986,1.4214830638609384,53.148262279773405,58.77,203.11,Well-graded sand (SW)
SYN_48,5.13143054152076,2.3752855606254712,0.34022749525452056,0.3,3.7690868272256663,11.078137069451287,0.2,26.67922480341779,12.36,14.31922480341779,5.297060564295143,2.116140614309495,57.533552371784566,31.480998187068213,1.8394137220161184,66.679698782308,170.02635251118198,210.98367355639297,Poorly graded sand (SP)
SYN_49,4.751821429219436,2.35,0.13,0.662494119519228,2.0477849666292864,15.75219205099451,1.6486799359752817,19.854513133823744,12.36,7.4945131338237445,6.503854944869379,2.146333607453607,34.25634768514895,20.873021320481673,1.5222904183542203,70.76378709203634,58.77,220.25918463463196,Well-graded sand (SW)
SYN_50,4.961600899407186,2.6449330360143546,0.28028788192169335,0.8740359429090685,2.999498859903067,10.70149319099377,0.9086686862082107,31.79583467437258,26.619162981856004,5.1766716925165746,5.646646619831379,1.885,59.07895525284297,27.4212387644382,0.7,52.340167814311485,115.55191890215053,203.11,Poorly graded sand (SP)
SYN_51,3.184754739726886,2.3627803144546102,0.13,0.7336903114868093,0.85,6.538461538461538,4.871506544521369,33.47882360304186,27.534949522716058,5.943874080325802,6.023321256318845,2.270854114189127,57.69934680691617,14.961373826023184,3.3,82.0,228.8179297317312,221.28501251514422,Poorly graded sand (SP)
SYN_52,3.4648797644081823,2.593859544838411,0.34147010200076433,0.3481827520732899,3.8999591128493787,11.421085155035474,0.2,32.75550649245143,29.305506492451432,3.4499999999999993,7.213421728196051,1.9940141872478196,39.6087733174237,33.0,2.2382131021622644,60.38108521223253,233.57010064703815,216.77065761201393,Poorly graded sand (SP)
SYN_53,4.586207472458707,2.365648016148278,0.2335153707913053,0.6320596098618692,2.4866033482615153,10.6485639032465,0.6880089547002496,15.82,12.36,3.460000000000001,6.233954170354122,2.360164802983517,59.5246631144584,24.31120317889429,2.5376963467847817,68.59985531698756,58.77,203.11,Poorly graded sand (SP)
SYN_54,5.700628605432522,2.593058098671401,0.2569059954554311,0.4984958291990757,1.8885734155634692,7.351223595290151,0.5121709552616508,23.022447295340136,15.71664803378512,7.305799261555016,6.4275528595787605,2.006186627869511,59.83242838441021,20.97079621080006,2.4232938101527495,56.7200654674751,525.8641241745456,203.82988370512206,Poorly graded sand (SP)
SYN_55,4.12211860328338,2.5228275124722774,0.31633122089069626,0.5370868457498976,3.0192150530121866,9.544473809796452,0.30203197743742355,36.84359234726472,30.601490450583153,6.2421018966815645,7.142927157369618,2.2115239146477466,85.12531213681453,27.165397796193663,0.7,82.0,170.1963536881531,207.66532384240688,Poorly graded sand (SP)
SYN_56,5.8,2.85,0.16340953497620214,0.39561517260087675,1.5370665606162994,9.406223209925585,0.6231259101485256,26.706405108396936,16.62331693253995,10.083088175856986,5.076752699490177,1.9006179874612479,88.13249428607699,18.445998264319375,0.7,48.493253146531124,466.2196502456392,209.6424946223519,Poorly graded sand (SP)
SYN_57,4.297034340379935,2.7184303402335996,0.13,0.5797193093216052,2.042805584074275,15.713889108263654,1.2655087245635936,22.133266390029036,16.432181992910966,5.70108439711807,8.83,2.2173236295848473,43.2658891114536,20.23889961667969,2.065360643140766,54.20837262346505,511.19885746386274,223.6013761078018,Well-graded sand (SW)
SYN_58,3.6334589234377055,2.4539221897672605,0.24059674800033515,0.36532795641540233,2.569127682587528,10.678147996347604,0.2159187579578253,21.379617674261823,14.47518795438204,6.904429719879783,8.73117101841546,1.885,61.19019276644622,33.0,1.8329151591141195,69.59538980864596,394.63361287685416,227.0,Poorly graded sand (SP)
SYN_59,4.134752056095401,2.4598994021724363,0.13,0.3243351355295751,1.8176233225983232,13.981717866140947,0.44518524159091394,37.97614134467674,20.60614134467674,17.37,6.609652833101629,2.005775853437409,43.79015534698708,22.940834282381626,3.110746735624118,56.55079976411631,479.3684752443855,217.2934828491869,Poorly graded sand (SP)
SYN_60,5.8,2.702478980620597,0.1761075770052234,0.62748774400447,3.105933981302875,17.636572111890178,0.7198470566420728,39.76154525326745,27.559942824739654,12.201602428527796,7.268129923765285,2.2745135858193306,51.53964832081572,32.739650491661386,2.3287176976732473,66.6228894828478,515.0426211640304,204.49321418985556,Poorly graded sand (SP)
SYN_61,4.829308877975604,2.530969318592966,0.20623150684572977,0.7852585152650831,2.0706142743362688,10.040242182224752,1.4440129581444998,46.66,32.73,13.93,7.59345837983014,1.885,59.76886787840513,27.31402818382004,1.7072812192516746,68.24844373533499,596.5534144528817,210.65615805168113,Well-graded sand (SW)
SYN_62,4.71518513556256,2.7066854044796522,0.21848676642549955,0.38959453382897763,2.073988890988948,9.492514923992637,0.33496092468794775,38.03744696169315,32.73,5.307446961693152,6.722644762620682,1.885,43.19250122013588,20.64901275174544,2.5319568475996057,70.2723228193226,593.9320973461752,210.90848028093455,Poorly graded sand (SP)
SYN_63,3.6532494415677963,2.85,0.13,0.3,2.3514618474007443,18.0881680569288,0.29441587286349313,21.828443876043423,18.378443876043423,3.4499999999999993,7.539647530600027,1.885,73.68718642452936,26.28259006977139,1.2669296953042197,74.59450976751125,228.13323207527688,227.0,Poorly graded sand (SP)
SYN_64,2.9978176316624956,2.35,0.1502860634745645,0.4815432218730558,2.1295563300059364,14.170018701476986,0.7245405678990576,26.269039290839878,12.36,13.909039290839878,4.11,2.2338133214511187,62.40156043057304,30.83345131725817,1.4763255189832483,71.53168556950813,375.1258786400522,215.29351614642354,Poorly graded sand (SP)
SYN_65,5.178164727479114,2.8332653223464845,0.21925625454413458,0.6546352898760952,1.7537525328810788,7.998643124354119,1.1144960268725324,15.82,12.36,3.460000000000001,8.83,1.964141491579794,40.5905979789586,22.681154457205682,2.826186835351022,77.60974707432776,106.51930424704679,207.65950872617358,Well-graded sand (SW)
SYN_66,1.9546774041215902,2.520620563127939,0.13,0.3,2.712964698509883,20.86895921930679,0.25518492470172854,26.992805338667907,23.542805338667907,3.4499999999999993,4.423486650057516,2.2530602858349305,87.12901001513978,25.39519393204019,2.300873507310498,78.19110782347974,201.37163630259914,211.6996101720766,Poorly graded sand (SP)
SYN_67,4.625264393796912,2.35,0.18481122216494253,0.33556259797366983,0.85,4.599287803212414,0.716803028325031,32.3019154124007,16.26371013130426,16.03820528109644,5.98565237488854,2.612875856937522,74.79877274408116,15.75554075712923,1.4443208298870165,65.24411613880922,107.76900210514916,217.43295972832783,Poorly graded sand (SP)
SYN_68,4.860893827374258,2.7571057725115646,0.25330940875447167,0.7327523349054936,1.251101964621661,4.939026824046366,1.694222303420576,43.02158785682785,32.73,10.291587856827853,8.83,2.1933130839839086,41.22192541571659,17.31712232602042,2.7276595150142544,56.63872897512767,179.53332302449724,215.0924577541426,Poorly graded sand (SP)
SYN_69,5.025552212081506,2.499316057927845,0.20210931382396824,0.983406084998515,3.804161609553467,18.822297387377155,1.2578257936848272,17.60174339619795,12.36,5.2417433961979505,6.170472242985935,2.1514649865650024,32.0,32.599661296517986,2.02029904331205,70.62082265365827,392.13994579572045,207.34349582893066,Well-graded sand (SW)
SYN_70,5.8,2.384878999197327,0.13,0.5434860269554505,3.0364256501394564,23.357120385688127,0.7482914136794981,25.435370553893108,12.36,13.075370553893109,7.792683443923082,2.021174815706567,68.99735240571279,26.97601911922678,3.0219281678324847,39.34128720828883,574.3789459773175,223.25624231781092,Poorly graded sand (SP)
SYN_71,3.56367945689815,2.669463238206345,0.2423523580989519,0.5517948219795886,1.2340987698719126,5.092167369661132,1.0180241304972082,23.61107043806226,12.36,11.25107043806226,7.69860363404808,2.13479940346555,32.0,23.48361162036119,1.130792435508986,82.0,58.77,208.37468551343713,Poorly graded sand (SP)
SYN_72,2.934697410136592,2.3727843231506554,0.294116850906186,0.384716054553122,2.24595524529867,7.636268504775536,0.22405756667818996,36.205842004915475,29.843467060661226,6.362374944254249,5.878499823009114,2.266586062207166,32.0,17.642046485038193,1.6323301804706012,57.5217352788871,579.7008926170539,218.73105518037346,Poorly graded sand (SP)
SYN_73,3.916177412183747,2.538705521651669,0.17903095356524618,0.9683761922148184,2.2859321663862016,12.768362793493779,2.2913780243672064,25.216785282511626,16.696744417928862,8.520040864582764,5.8178717578057135,2.411653187877489,54.307002306336074,22.59199423744523,2.015255570727832,75.82041813830256,261.34051751366525,217.72688542707874,Well-graded sand (SW)
SYN_74,4.257250474246168,2.61380041989239,0.13,0.7021924219747478,2.2459378631236677,17.27644510095129,1.6887726523605426,37.23706291169859,32.73,4.50706291169859,8.83,1.885,68.15478496230546,24.01898589068821,2.4712446057780233,47.62147468820942,112.85986635554252,227.0,Well-graded sand (SW)
SYN_75,4.117267636690261,2.6381593143760083,0.27154475759628993,0.6057023135264423,2.024715443487199,7.456286254280691,0.6672875879819746,36.70698221164487,22.170560446477264,14.536421765167606,4.675714506358717,2.7717055804212634,80.3889773125182,23.316704353418483,1.9630060844639396,74.41289233607345,58.77,225.4198155621349,Poorly graded sand (SP)
SYN_76,2.9007403866180796,2.6531123085966875,0.14544435237247266,0.4772875834878455,2.2259378034185113,15.304394891305526,0.7036397821918331,24.776282060318234,12.36,12.416282060318235,8.089712263390759,2.252132890727578,80.44096397321937,26.216390243154645,1.927999125323076,44.863522380446355,381.1978698312741,217.4581484096576,Poorly graded sand (SP)
SYN_77,3.981211542774009,2.8414355658860435,0.19235094338683537,0.5208054367742989,1.6597256002466,8.628632493414601,0.8496115447612566,19.2218945032948,15.402971396009775,3.8189231072850234,4.489082559053347,1.885,32.0,30.61596423945865,1.6825075164214172,54.18344196282914,58.77,225.49312137433955,Poorly graded sand (SP)
SYN_78,5.645463617121691,2.4792301045578777,0.3788602150234323,0.7172029172740887,1.4884975164318266,3.9288831537504243,0.9121305022405133,36.44820981519371,19.078209815193706,17.37,4.11,2.742213751936578,84.59111217941643,12.373207336802441,0.7,73.22826426828894,380.61650115828184,218.7583309813852,Poorly graded sand (SP)
SYN_79,5.326090889588167,2.649348894627427,0.21208929932629927,0.47764203448679254,1.0043128177537728,4.735329981021994,1.0710686708108255,16.8572626973011,12.36,4.4972626973011,6.394204228450468,1.885,84.75578391170352,15.55513246836756,1.444662211240064,78.83952959580712,58.77,203.11,Poorly graded sand (SP)
SYN_80,5.557570477820339,2.4275741622127924,0.18656136720226468,0.6181740598894424,0.85,4.556141567500701,2.4097995146765285,15.82,12.36,3.460000000000001,5.6799450525985336,1.885,54.68162832979215,21.518601023469493,1.7545999003882362,73.04746682258516,299.1285839027874,223.12001839543203,Poorly graded sand (SP)
SYN_81,4.519406632968384,2.524639633377541,0.2134941518982758,0.6166247731351597,1.9101281003955424,8.946980905152225,0.9323810979472352,43.147020759120885,32.73,10.417020759120888,5.447477957920367,1.9574290129504175,40.33806532596121,16.468824032892336,1.702588721592301,52.92559641052608,446.57545193027863,208.9510737206178,Poorly graded sand (SP)
SYN_82,5.8,2.4818028751403514,0.22565876562652099,0.3003833707509199,4.275340283814289,18.946041258110213,0.2,25.318714962742686,17.09623780329727,8.222477159445415,6.757168699524571,2.2227388592777615,56.0333774510371,33.0,0.716545904017224,61.97254567830943,461.7274716415837,227.0,Poorly graded sand (SP)
SYN_83,3.6503314728627645,2.3596005527289994,0.19714652256868662,1.0837483108305004,0.9482257777559646,4.809751475203419,5.0,42.03043799779784,32.73,9.300437997797843,4.352682993382279,2.5814141046609502,50.76284105486889,21.807096976181075,2.9859520987085544,55.09035834875108,58.77,205.92504643249603,Poorly graded sand (SP)
SYN_84,2.801964689390139,2.6059816244034706,0.14422573943028746,0.5456271340258572,0.85,5.893538860383888,2.428455889490561,38.338037262761155,32.73,5.608037262761158,4.11,2.3600617028844417,90.0,20.91180522970479,1.9356446048003422,70.93424710830945,95.00766431603768,210.9937214832633,Poorly graded sand (SP)
SYN_85,5.07073161672652,2.6133388920578744,0.24582449438106596,0.3,2.046087332627536,8.323366382911317,0.2,38.41565970791139,23.951895972008234,14.463763735903154,4.794949191352503,2.1123351377178574,68.07732673517492,19.958542318858754,0.7,47.00562280369472,180.39884237464145,221.8300847901596,Poorly graded sand (SP)
SYN_86,4.540400924422327,2.85,0.23453389659579604,0.5360533119839002,1.5062284292905403,6.422220630591523,0.8134287305395741,19.783704136934215,16.333704136934216,3.4499999999999993,7.105546849421854,2.101520504850221,32.0,26.526466712695036,1.777212270247009,72.34292864114846,58.77,203.11,Poorly graded sand (SP)
SYN_87,4.854647658262188,2.85,0.2035287053709876,0.6843377537873628,1.9473268645182402,9.567824160079514,1.181616303562315,29.990200931479492,24.51885881314933,5.471342118330163,5.125059053225761,2.3824933313116206,76.23487444504866,24.09843074424934,1.5906072158950322,61.5298959379357,83.85959791957549,216.05189597609495,Well-graded sand (SW)
