Sample Locations,Natural/Field Moisture Content (%),Specific Gravity Test,D10 (mm),D30 (mm),D60 (mm),Cu,Cc,L.L %,P.L %,P.I %,OMC (%),MDD (g/cm3),"Cohesion, C (kN/m2)","Frictional Angle, Ø(0)",Depth (m),California Bearing Ratio,Shear Strength (kN/m2),Allow. Bearing Pressure (kN/m2),Classification
SYN_6500,2.5452028277937098,2.35,0.13,0.5965842490219488,0.85,6.538461538461538,3.220930010688531,26.539841720491577,19.7542487174628,6.785593003028776,6.962522480478372,1.9741784418006665,70.75610373448652,11.014617862271999,1.5672081934428184,73.908976402136,58.77,221.49843096894602,Poorly graded sand (SP)
SYN_3223,4.8351895585269045,2.35,0.13,0.3,1.0104038876683799,7.772337597449075,0.6851791652398228,15.82,12.370000000000001,3.4499999999999993,4.11,2.0852008854952846,76.21616713693537,12.129940970301957,1.5579378253351255,60.017966630787356,58.77,203.11,Poorly graded sand (SP)
SYN_7880,5.8,2.710327301200125,0.15517910799273987,0.692857962673737,2.910496504731093,18.755723901101828,1.062889438696885,15.82,12.36,3.460000000000001,4.254680515688593,2.0677220316655567,56.10859951956703,24.30999054022937,1.807806279443414,81.5010192589875,133.80344476154988,213.62174869722884,Well-graded sand (SW)
SYN_9532,5.8,2.85,0.13,0.671207751246724,2.475523950082347,19.04249192371036,1.399920720493248,15.82,12.36,3.460000000000001,8.83,2.1821355722436016,34.86418073896847,21.64761640103765,1.9502294199669237,33.7867880927172,269.32357499630325,208.4364600169717,Well-graded sand (SW)
SYN_4808,4.092679292705729,2.848063332700665,0.35050087197305313,0.8236229576753142,1.4145910256727934,4.03591299990132,1.3681599902912085,31.30701521030878,27.59913775750192,3.7078774528068585,8.83,2.2947736903074056,32.0,23.19446981279921,1.9488073225302496,82.0,325.91558846060155,215.28986349631464,Poorly graded sand (SP)
SYN_2541,5.8,2.443016631713056,0.2338753830759299,0.3,1.9079121100481489,8.157815007955442,0.2016970902481123,15.82,12.36,3.460000000000001,4.5492152801323895,1.885,60.268027612211355,18.81733959307394,1.9027563114371544,47.46858689420249,277.21719373949117,207.84828808311136,Poorly graded sand (SP)
SYN_6958,5.505909072487134,2.4591984067967414,0.13,0.44319374872845585,0.85,6.538461538461538,1.777562886081282,33.38486815419706,26.62312828537329,6.761739868823767,6.208892086473621,2.461168786024536,57.48811396256914,25.80838742212638,2.3016893728626213,66.35208605011454,511.2926173614776,212.21581339046213,Well-graded sand (SW)
SYN_4879,4.97337235476734,2.386969553693907,0.22721044774547144,0.3,1.3024019294633615,5.7321392673032125,0.3041369462315234,30.011707105580868,14.045315672318473,15.966391433262395,4.639960953380305,2.268413189194117,64.42304719268719,18.419386310058567,1.3139656593053575,82.0,58.77,223.726742375,Poorly graded sand (SP)
SYN_6489,4.921707478020721,2.7384622461479475,0.28151469725426137,0.40338216531584803,0.8922871384304215,3.1695934426631953,0.6477802151516401,41.97756561393965,32.73,9.247565613939656,6.922506779276169,2.5923510977676476,54.25807854780702,28.23065389877805,1.9743794061859532,62.46507387312107,275.1509024639451,213.02136511427545,Poorly graded sand (SP)
SYN_739,3.472052273692598,2.35,0.13,0.5087954914183223,1.1156035715841002,8.581565935262308,1.7849796129780966,41.42191008327709,27.992230394538822,13.429679688738268,4.807958639677726,1.996516418000607,90.0,14.795539045318492,1.8265282968405794,72.84893840588107,155.44027917569608,222.77158285150406,Well-graded sand (SW)
SYN_355,4.013231096027986,2.816517732125223,0.1414991659538975,0.5352336355057612,1.1140670473229786,7.873311759914952,1.8172789126523041,32.004343016743874,21.977138369803587,10.027204646940287,6.220692077961163,1.885,32.0,19.874962624414483,1.4610129235230702,81.46590155721685,296.1377008591601,213.1643183222687,Well-graded sand (SW)
SYN_6104,4.189165225054556,2.5806989996439604,0.2688671685653098,0.761780431633369,1.7859183442716136,6.642381640723832,1.2085378402428701,15.82,12.36,3.460000000000001,4.696687786022694,2.62315050953033,32.0,19.694964822669075,1.7683596366649452,54.26901624146537,58.77,203.11,Well-graded sand (SW)
SYN_6765,4.8329486220102655,2.809249525527772,0.19123587373568052,0.6381938408026291,1.2219079799082548,6.389533281800113,1.7429998572165997,23.726297236555915,12.387451218755485,11.33884601780043,4.11,2.0525640859287444,50.07245370153262,28.152260665840064,1.8711582019657216,47.656076791454254,526.2724724152044,217.1463679025386,Well-graded sand (SW)
SYN_3720,2.7322846523995374,2.5230269847676934,0.13,0.5710517906060664,2.8731874319701154,22.101441784385504,0.8730591835337788,26.26948699575253,18.951857851414665,7.3176291443378645,5.988561418187947,2.8226612537378415,82.22280232244125,29.602369403129963,1.9981580382665811,60.293825533548414,257.59954509468224,209.99951792331973,Poorly graded sand (SP)
SYN_1199,4.50718142625845,2.430490216132386,0.23711293125114496,0.8338175617260549,1.6873871052098677,7.116385834826626,1.737689234201954,36.89313937141361,23.64066261703151,13.252476754382101,4.11,2.6706701654405123,82.61992256444543,27.260840617532214,1.7744907614882737,68.7422892875223,121.83387425527198,220.81786382521682,Well-graded sand (SW)
SYN_4633,4.111259414661889,2.5756014839594568,0.1745303373000182,0.3,2.560916174434702,14.673186415909337,0.20136139827392527,46.66,32.73,13.93,4.254947940695028,2.35336955740164,44.77639154809574,26.11252180044669,1.6207475336847135,56.44133847880809,58.77,225.626636970574,Poorly graded sand (SP)
SYN_1242,4.256938795166155,2.7773193645695855,0.23046234788516293,0.3,1.9665729946183135,8.53316393182906,0.2,25.197374651538347,21.747374651538347,3.4499999999999993,4.11,2.131813559584872,32.0,25.22611810742922,2.8840859625263873,79.73868321259003,88.99322262253628,203.7198085262637,Poorly graded sand (SP)
SYN_2100,4.351620592491683,2.513241906050813,0.1802881072113163,0.3,2.73228220267295,15.155088402311712,0.2,22.00198544634131,12.36,9.641985446341309,6.3206251387587296,1.9587130247753137,53.37468142690811,32.690178381561665,0.7,79.26388515154387,332.45669598737226,218.56014587516376,Poorly graded sand (SP)
SYN_6111,5.5522816074340575,2.7671600943414676,0.13757817214335544,0.6009573069862757,1.340831319032564,9.74595968345493,1.9577785206302778,22.061353112132885,12.36,9.701353112132885,5.957120408720329,2.5073842370713275,82.32735378848201,17.371663979541083,1.9459945710849549,57.39700964993009,227.00067788821704,208.54082064245313,Well-graded sand (SW)
SYN_4737,3.4560166247986746,2.5102131656519115,0.13,0.5150816855875708,1.4596410826557071,11.228008328120824,1.3981790348762846,28.72101440362959,22.56321053278317,6.1578038708464184,5.060102736867501,2.1088493329864795,64.57997826311903,25.848926191574428,1.4262841834586264,69.92841971698722,58.77,209.9929806253077,Well-graded sand (SW)
SYN_1528,5.235504205491032,2.85,0.17066001962167382,1.0140486874768824,2.791273467220555,16.35575498824133,2.15865598291187,32.964127913175545,18.084266456469773,14.879861456705772,7.13434556069798,2.1976223451391235,63.59764904450124,13.967625645952443,0.7,63.322779982931785,211.92735045207996,209.49446338099114,Well-graded sand (SW)
SYN_2228,4.119401165453567,2.6376794568522075,0.14619625060792235,0.6509350233251168,1.2515409932019252,8.560691454108362,2.3157622208020183,34.50658287408643,20.920474092593782,13.586108781492651,6.003740232347502,2.082504457254223,90.0,23.887804416554207,2.961415179621257,74.77950575397195,235.20648105804943,206.94672327429305,Well-graded sand (SW)
SYN_4906,4.825973649399078,2.738236975863051,0.13,0.5418625797360287,0.85,6.538461538461538,2.6571498218840186,21.769702385105944,18.319702385105945,3.4499999999999993,6.804683754166896,1.885,32.0,18.113764072085047,2.305780696955462,63.109597795001946,58.77,208.7488813623741,Well-graded sand (SW)
SYN_1088,4.231948317708556,2.4824940436111342,0.13,1.1,0.85,6.538461538461538,5.0,28.632664876563407,13.29905370629006,15.333611170273347,4.11,1.885,63.6121087055688,20.417311216766496,1.8156829435355042,61.928075802248884,58.77,224.27184780553003,Poorly graded sand (SP)
SYN_1632,4.478137104945107,2.5463994954186298,0.31411243065333855,0.6665039338734984,1.8757401778450127,5.971556661872835,0.7539588263142213,15.82,12.36,3.460000000000001,6.675403314463044,2.110343691195919,79.10417946744958,30.47081552911925,1.3110858449546992,40.76107338957807,210.12015545755526,203.11,Poorly graded sand (SP)
SYN_6169,2.244825880813055,2.5520288664478796,0.3332290916225664,0.3,0.85,2.5507976985477505,0.31774642611667486,25.433223254092713,20.437031881701436,4.9961913723912765,8.414984214011678,1.885,44.90089019077715,29.22963939891313,1.0986969930294888,48.24900984800213,271.70099313902074,219.03701487608635,Poorly graded sand (SP)
SYN_517,5.263056617633934,2.5753329634038464,0.15499573512692763,0.6295053870912435,2.2901918816064537,14.775838056001938,1.1163677524849194,39.85149371596462,30.853618392341303,8.997875323623319,5.69114204595101,2.513588858286857,61.852474706190804,27.325087204517942,1.01978607254823,77.12500493913525,90.64602224192686,211.93161146801557,Well-graded sand (SW)
SYN_7359,4.552844888930024,2.425575571649573,0.2305578631408215,0.3474028354386046,1.475482252120588,6.399618004871012,0.3547748206854129,17.242538535061122,12.36,4.882538535061123,6.471518845883863,1.885,32.54591901397881,20.916154059689422,2.196756011506504,76.69496519635209,401.2406910689954,214.6829772757193,Poorly graded sand (SP)
SYN_6445,4.244159674138921,2.48408665665655,0.3078258309684164,0.3207810121406305,2.3845083519390733,7.746290635965924,0.2,38.805468361920205,29.812196118291013,8.993272243629193,4.11,2.0934299650601886,50.44715574152974,29.181585535178684,2.779569589928347,64.03054582519631,270.20531202870876,208.5218943083579,Poorly graded sand (SP)
SYN_4170,3.470722994813475,2.4146512202246155,0.13,0.6757401047799745,3.132220264000539,24.094002030773375,1.121408238642343,15.82,12.36,3.460000000000001,7.178592268168779,2.014753526759452,61.05340429086621,30.53212255457576,2.104956269498308,81.84359627757757,231.2192278956625,212.74284679714992,Well-graded sand (SW)
SYN_7171,2.7852696083908075,2.410073616098044,0.15475903457488582,0.6464585023473229,2.916738826936667,18.84696964509233,0.925822537671812,16.829689720203575,12.36,4.469689720203576,5.443325193967689,2.035089613632565,34.637251802498064,27.319065458983975,3.0455897035906023,46.312584963099056,58.77,205.71838198939815,Poorly graded sand (SP)
SYN_3487,2.0196147170055307,2.587455560075451,0.2802428402204793,0.31927977566248966,2.157990859386667,7.700431731597072,0.2,29.377812179233622,25.927812179233623,3.4499999999999993,7.816694135050412,2.1501753568347213,48.48559319299815,32.33465594285013,0.9217688930509632,35.59244059063467,185.32585001609942,219.70870734946396,Poorly graded sand (SP)
SYN_9974,3.6690150934184613,2.6548044320091706,0.22417014830485787,0.6829208709443153,1.6737544599504701,7.466446681715467,1.2430003320275709,24.304813994204288,15.738491169909267,8.566322824295021,5.750151249648932,2.2125831215077234,36.99321392989904,22.925001937989492,0.7,58.37291483034121,316.9192270049885,204.74683242729,Well-graded sand (SW)
SYN_1104,5.8,2.4909912852158604,0.1307962364678438,0.8308880694658285,2.995805914974465,22.904373978000372,1.7618791836315548,30.11393276387716,19.364426982731956,10.749505781145203,4.353513208386554,1.8923871548246738,86.59183288497103,27.926253719263578,2.6928688131731953,36.84960026569767,438.8342083584521,203.11,Well-graded sand (SW)
SYN_7066,5.8,2.85,0.3177373394845381,0.816602654255302,0.85,2.675165598663808,2.469075635642252,35.31528698313685,23.76259442932013,11.55269255381672,5.7470976475498565,2.6791618747808736,66.95301371589558,27.21165845639808,0.8807647943592093,61.881210808197444,258.603485245947,203.11,Poorly graded sand (SP)
SYN_2693,3.9852829129823837,2.4706055636160285,0.13,0.6687769059706273,1.9438696905640351,14.9528437735695,1.7699134722026761,18.142931899925365,12.36,5.782931899925366,4.11,2.4487911104479627,32.0,22.916640729102486,1.5285581718303887,77.0298248201461,417.5119007521506,203.58729849144189,Well-graded sand (SW)
SYN_1816,4.5494514832878625,2.75925821553018,0.33127085448805615,0.3,1.8839516312158187,5.687043111979366,0.2,17.945364366562927,14.246036948315217,3.6993274182477105,7.297853271013755,2.219028139526296,61.75666557238977,26.1087579444861,2.0631097933513995,79.98248122604734,281.44037586449855,203.11,Poorly graded sand (SP)
SYN_2602,5.43858537159133,2.5938438235730703,0.20692534134719648,0.40217459298946534,2.157484254653557,10.426389733645776,0.36229967691036874,46.66,32.73,13.93,6.612723719774124,1.9358461205308966,37.217597157318245,25.06324024816766,1.6132145763885644,68.71789559682105,58.77,203.11,Poorly graded sand (SP)
SYN_8777,3.8810663061467903,2.596154754396954,0.1378295884309991,0.5295885884159163,2.3686684911250127,17.18548620865125,0.8590738401284521,17.435860069318736,12.36,5.075860069318736,6.122961806671243,1.8964228521154955,66.33842539524605,21.928552513115367,0.7,29.0,302.20692052243754,220.16823051444146,Poorly graded sand (SP)
SYN_1511,5.8,2.4738864922112707,0.17493046259258196,0.38535561060012935,0.85,4.859073642191607,0.9987090898537196,15.82,12.36,3.460000000000001,6.220099710257353,2.3987696566302388,32.0,20.33944363392531,0.9082377578966799,77.64393235722184,306.74489310748083,203.11,Poorly graded sand (SP)
SYN_5656,2.5519032901323913,2.85,0.18536275678091438,0.8221697226431681,1.871258415352318,10.095115371875984,1.9487974937006318,33.67125770479039,22.10325464133667,11.568003063453723,5.528900285489008,1.885,67.70639073827924,29.988730369917786,1.5171533351600919,64.35244264793428,146.73967555247776,204.6452359764299,Well-graded sand (SW)
SYN_1809,4.9147723649125785,2.6919972989786913,0.2036332866441287,0.49608888618563357,0.85,4.174170215528012,1.4218418693183748,25.56233637647452,12.36,13.20233637647452,4.11,2.678906413175702,57.547817053542,19.343601837967377,0.7,66.72940099755134,58.77,204.3531260246897,Poorly graded sand (SP)
SYN_4505,4.289760849065538,2.85,0.15390466027209115,0.324222942916643,2.0572192035373953,13.36684152318972,0.33201304421361283,27.624141473950647,18.758957527596003,8.865183946354644,7.5733688618038775,1.937398436894604,32.81442866431787,24.044610390210593,1.6960205196573803,51.362792835632334,58.77,221.19669576664128,Poorly graded sand (SP)
SYN_6465,3.585901240044878,2.85,0.27609616100496703,0.5950200659488087,3.5262700300269616,12.77189084118965,0.3636530960802086,24.436338676768738,12.36,12.076338676768739,4.822468009959687,1.885,52.66270608826355,28.34644301498966,2.1555601645239992,82.0,333.1835135102898,218.5480074490509,Poorly graded sand (SP)
SYN_5550,2.8344968197911804,2.35,0.13,0.7405399013187897,1.592015332710029,12.246271790077145,2.6497587157304703,38.06897701375665,29.966209505419712,8.102767508336939,6.660338900830767,2.593230406347786,62.530610795221314,23.480299879360246,1.4067610426286308,45.11378351329224,81.99650776762834,209.1912079128695,Well-graded sand (SW)
SYN_2040,5.8,2.85,0.13903459516294908,0.3604653316508294,2.26251653923175,16.27304726985447,0.4130592621030889,38.78270692582639,30.88117291014655,7.9015340156798395,7.019419965183526,1.9794487302214476,64.96719945756391,29.06394638617907,1.0445130016143787,68.14353638229832,253.80602272213082,204.50112672520325,Poorly graded sand (SP)
SYN_3154,4.239206204368196,2.6058569673752894,0.13,0.6088268144797467,2.6200932426752197,20.154563405193997,1.0882469136600033,26.154044263628865,21.035669859636158,5.118374403992707,8.010279868794008,2.219302921282574,32.0,24.73585504283798,1.9649887842716192,70.20465772393065,111.66881512956115,203.11,Well-graded sand (SW)
SYN_2285,2.9195723088387,2.35,0.13,0.6427965655674484,0.85,6.538461538461538,3.739252712265221,24.888872867279073,15.336116121762872,9.5527567455162,7.066195416754049,2.037191910692526,52.74935458815183,21.317533017543102,1.9184076543879471,54.55732732061409,465.2880435110294,207.85686978290923,Poorly graded sand (SP)
SYN_8264,2.8382004273547015,2.3998615861808394,0.13,0.3,2.439396011170327,18.764584701310206,0.2838029123346603,32.94156949124732,21.33656299732844,11.605006493918882,5.896048335075841,1.885,33.91262754860254,23.46120985082925,1.180380371057932,64.29441932588612,89.12617617033632,206.70861303665353,Poorly graded sand (SP)
SYN_4007,5.8,2.85,0.13,0.5998993781575191,3.4138824490049124,26.26063422311471,0.8108955335919367,24.77166208243493,15.414881708682273,9.356780373752656,6.311487472697484,2.5398908473858115,45.568109898636806,29.740206144565583,1.3956350296117577,68.99374905094176,305.4767887640182,207.7611010419015,Poorly graded sand (SP)
SYN_1606,4.891335417818457,2.5610356217426373,0.16592951712677673,0.8178185627906784,3.562597758050903,21.470548578339667,1.1314190537164721,33.07013281328203,23.86214664527062,9.20798616801141,4.11,1.885,53.58934479360881,30.407126266184935,1.3373184482435443,51.56183205119652,393.850359216063,225.80202191323679,Well-graded sand (SW)
SYN_5206,4.26204019229952,2.7056193582748738,0.14769065190920627,0.5942276212549849,2.310290109296688,15.642764653222283,1.034870825776608,15.82,12.370000000000001,3.4499999999999993,4.905936122644198,1.9750888871549184,90.0,33.0,1.611403979361536,47.94440434613158,126.2920948564261,217.27796201394455,Well-graded sand (SW)
SYN_2390,3.310848422069042,2.662937590866705,0.13,0.5694227796308698,2.15339678210764,16.56459063159723,1.1582498749333476,19.190265251240533,15.593513437633675,3.5967518136068577,8.016057605900395,1.885,32.0,27.855113891499535,0.7,82.0,258.94723046292876,227.0,Well-graded sand (SW)
SYN_1480,5.36826620438706,2.51495716175555,0.13,0.7193424866292514,0.85,6.538461538461538,4.682838127329907,22.062356116099636,15.174919470234729,6.8874366458649074,6.471848080824107,2.130194303429642,85.27855283957616,16.845856844395772,0.7813203072693283,64.25759835653943,58.77,203.290348197603,Poorly graded sand (SP)
SYN_5129,5.8,2.843171631469814,0.13,0.5649112243185416,1.7817158245167692,13.705506342436687,1.3777760091612186,23.619002949523875,17.541059601137682,6.077943348386192,4.11,1.885,50.692545046996656,22.848510467253174,1.7863542672828585,73.79516929787388,443.59202806691906,203.11,Well-graded sand (SW)
SYN_7733,4.238948248696718,2.3770656698043617,0.27138066802398336,0.44469831665470616,2.351312785680467,8.664260438303103,0.3099143303690943,19.786007338280374,12.36,7.426007338280375,4.4370533644220735,1.9198413520934976,62.12518816049493,22.228420352107445,2.417758227602485,55.149166884372455,428.6525772525315,226.04284874580486,Poorly graded sand (SP)
SYN_960,4.685024282781859,2.4511122771086438,0.15871414970694817,0.5156187493735586,1.1481289992496015,7.23394228787743,1.4589858138227596,29.75464609603966,23.874738600510106,5.8799074955295545,4.615245490608773,2.456526549089416,86.00842299192585,20.584398575083874,0.7808832756262821,46.61251009338096,307.41517564401903,213.571891963413,Well-graded sand (SW)
SYN_6723,5.393327364283009,2.781495015192544,0.13,0.5144786240396867,0.85,6.538461538461538,2.3953688198531156,15.82,12.36,3.460000000000001,6.446900462325412,1.885,32.0,21.337993466511083,1.829430480945894,77.44236219673994,58.77,208.45156302619478,Well-graded sand (SW)
SYN_115,5.769276924114589,2.5788731914678875,0.13,0.6863863747343257,1.2509970629779077,9.62305433059929,2.8969277593632046,23.01332387841273,12.36,10.653323878412731,6.116110804450945,2.228549388461857,49.57051182247572,24.1914967579142,1.5973160628605367,75.99744375996755,385.14600471152005,203.48117579454228,Well-graded sand (SW)
SYN_6659,5.8,2.5056055188459703,0.13,0.6306527337494657,1.6847039998700168,12.959261537461668,1.815990641114955,15.82,12.370000000000001,3.4499999999999993,4.772065641124186,2.645462117085431,48.44691574232942,17.79769848284309,1.5796556327694062,78.47627703134106,554.3405993177533,212.24585612428936,Well-graded sand (SW)
SYN_2238,4.999087394765291,2.702729795334604,0.17684591251685072,0.632769623335528,1.4802086268501053,8.370047154519694,1.5295838422271861,34.66262789744856,31.21262789744856,3.4499999999999993,4.985182067021695,1.9102004519388083,77.4629599721438,20.849579367439755,2.366407533077972,38.293219073340765,195.70640061066928,203.11,Well-graded sand (SW)
SYN_3096,3.1937911009743676,2.7859101222884477,0.13,0.3386275080956956,0.85,6.538461538461538,1.037724789494121,39.71600434293687,29.82232953483319,9.893674808103679,4.274610734311325,2.4993627455543495,87.05638781669715,32.51771945516349,2.5216500698739646,54.139639782351594,189.14833253778795,215.4259048850333,Well-graded sand (SW)
SYN_144,5.8,2.35,0.13968244317746378,0.4683148394233572,0.85,6.085231476944399,1.847204978875967,15.82,12.36,3.460000000000001,5.176916404573717,2.5771582259748604,47.10666343116515,19.80014627571193,1.5288166677256219,59.26967818927761,531.552645055597,216.2327875940458,Well-graded sand (SW)
SYN_2586,4.165581065650921,2.85,0.3261216408399449,0.9390951347488299,1.9237977655606198,5.8990190304628936,1.4056595463528736,31.386719972805896,22.30438960650323,9.082330366302667,6.031981194550336,1.885,59.91883668167244,18.075807996387724,2.1850973322265754,50.90210742265775,436.8548629006041,203.11,Poorly graded sand (SP)
SYN_4656,3.3102111962588214,2.35,0.13,0.5462041305566981,0.85,6.538461538461538,2.6999000202461407,30.9351807086907,13.5651807086907,17.37,5.6682081113140645,2.646925948082815,32.0,18.66654269829065,1.5473999796472246,62.147693003946515,573.9476310505072,214.10093042026762,Well-graded sand (SW)
SYN_8620,3.936438841086086,2.5784862410616722,0.2184104987071237,0.43819532573446807,0.9211676495719916,4.217597849118169,0.9543843146842886,19.15479371298241,12.36,6.794793712982411,4.6632496284204175,2.0881979521391507,60.66864337738741,26.81715797064212,1.6541787258689453,46.648181865569576,311.6126276223602,214.85272793137514,Poorly graded sand (SP)
SYN_243,5.119249759394665,2.488683285501973,0.18568127029197187,0.662705525074208,2.3306242604572267,12.55174663977939,1.014847581996475,31.244330959185024,24.898185924886814,6.34614503429821,6.723591810100274,2.052577903399728,51.210476177881304,24.078587820135258,1.8842130612124741,48.62618932367032,242.23347591811032,204.54389857203455,Well-graded sand (SW)
SYN_3366,4.051914743375393,2.490531574844499,0.1371521589596722,0.5420658684182557,0.85,6.197496316845667,2.5204759094942917,22.72558043135157,12.36,10.365580431351571,6.165584356943267,2.0367615459865895,32.0,20.147161581603633,2.333533549369577,82.0,173.66482885596872,219.33335809652826,Well-graded sand (SW)
SYN_2154,2.4258139044340483,2.5519854975445426,0.13,0.5114288814717365,0.85,6.538461538461538,2.367054305913407,28.907524570617763,21.519071518105946,7.388453052511817,5.826080354359776,2.190129780700828,90.0,21.534564421429486,1.8967391045734527,70.52721230551151,419.5440216126323,220.63430484894133,Well-graded sand (SW)
SYN_5150,5.8,2.802102234529832,0.22720364664412498,0.3511604996304464,0.85,3.7411371364623265,0.6385238054162365,30.7052086235197,27.2552086235197,3.4499999999999993,4.197244390530202,2.0351806169886926,42.52199159843491,16.694416176292595,3.3,41.48583098078963,567.0570915061651,210.7622777824442,Poorly graded sand (SP)
